,item_name,First_Part,Type
1720,Budetrol 100mg - Strip of 30 Rotacaps,BUDETROL100MG,STRIPOF30ROTACAPS
1721,Budetrol 200 - Bottle of 30 Capsules,BUDETROL200,BOTTLEOF30CAPSULES
1722,Budetrol 200 - Bottle of 7.2gm 120 Metered Actuations,BUDETROL200,BOTTLEOF7.2GM120METEREDACTUATIONS
1723,Budetrol 400 - Bottle of 30 Capsules,BUDETROL400,BOTTLEOF30CAPSULES
1724,Budetrol 400 Inhalation - Bottle of 120 Metered Actuations,BUDETROL400INHALATION,BOTTLEOF120METEREDACTUATIONS
1725,Budetrol Forte - Bottle of 30 Capsules,BUDETROLFORTE,BOTTLEOF30CAPSULES
1726,Budez CR 3Mg - Strip of 10 Capsules,BUDEZCR3MG,STRIPOF10CAPSULES
1727,BUDEZ OD 9 - Strip of 15 Tablets,BUDEZOD9,STRIPOF15TABLETS
1728,Buenocal - Strip of 10 Tablets,BUENOCAL,STRIPOF10TABLETS
1729,Bularid - Strip of 10 Tablets,BULARID,STRIPOF10TABLETS
1730,Bularid-L 20MG - Strip of 10 Tablets,BULARIDL20MG,STRIPOF10TABLETS
1731,BULARID-L 40MG - Strip of 10 Tablets,BULARIDL40MG,STRIPOF10TABLETS
1732,BULKOBEST LEMON FLAVOUR - Bottle of 160ml Solution,BULKOBESTLEMONFLAVOUR,BOTTLEOF160MLSOLUTION
1733,Bunase 0.5 - Pack of 5x2 ml Respules,BUNASE0.5,PACKOF5X2MLRESPULES
1734,Bunase-L 0.5 - Pack of 5x2 ml Respules,BUNASEL0.5,PACKOF5X2MLRESPULES
1735,Bupatch 20mcg - Pack of 2 Transdermal Patches,BUPATCH20MCG,PACKOF2TRANSDERMALPATCHES
1736,BUPET XL 300MG - Strip of 10 Tablets,BUPETXL300MG,STRIPOF10TABLETS
1737,Buprigesic 0.3mg - Vial of 1ml Injection,BUPRIGESIC0.3MG,VIALOF1MLINJECTION
1738,Bupron SR 150 - Strip of 10 Tablets,BUPRONSR150,STRIPOF10TABLETS
1739,Bupron SR 150 - Strip of 10 Tablets,BUPRONSR150,STRIPOF10TABLETS
1740,Bupron XL 150 - Strip of 10 Tablets,BUPRONXL150,STRIPOF10TABLETS
1741,Bupron XL 300 - Strip of 10 Tablets,BUPRONXL300,STRIPOF10TABLETS
1742,Burbery-Dsr - Strip of 10 Capsules,BURBERYDSR,STRIPOF10CAPSULES
1743,Burfre - Strip of 10 Capsules,BURFRE,STRIPOF10CAPSULES
1744,Burfre - Strip of 10 Capsules,BURFRE,STRIPOF10CAPSULES
1745,Burnheal - Tube of 15gm Cream,BURNHEAL,TUBEOF15GMCREAM
1746,BURNHEAL PLUS - Tube of 20g Cream,BURNHEALPLUS,TUBEOF20GCREAM
1747,BURNHEAL PLUS - Tube of 20g Cream,BURNHEALPLUS,TUBEOF20GCREAM
1748,Burnol Original - Tube of 10g Cream,BURNOLORIGINAL,TUBEOF10GCREAM
1749,Burnol Original - Tube of 20g Cream,BURNOLORIGINAL,TUBEOF20GCREAM
1750,Burnol Plus - Tube of 20g Cream,BURNOLPLUS,TUBEOF20GCREAM
1751,Burnosaf - Tube of 200 gm Cream,BURNOSAF,TUBEOF200GMCREAM
1752,Bus Q - Strip of 10 Tablets,BUSQ,STRIPOF10TABLETS
1753,BUS Q - Strip of 10 Tablets,BUSQ,STRIPOF10TABLETS
1754,Buscogast - Ampule of 1 ml Injection,BUSCOGAST,AMPULEOF1MLINJECTION
1755,Buscogast - Strip of 10 Tablets,BUSCOGAST,STRIPOF10TABLETS
1756,Buscogast Plus - Strip of 10 Tablets,BUSCOGASTPLUS,STRIPOF10TABLETS
1757,Buscopan - Strip of 10 Tablets,BUSCOPAN,STRIPOF10TABLETS
1758,BUSCOPAN PLUS - Strip of 10 Tablets,BUSCOPANPLUS,STRIPOF10TABLETS
1759,Buscoril - Bottle of 100ml Syrup,BUSCORIL,BOTTLEOF100MLSYRUP
1760,Buspirone - Strip of 10 Tablets,BUSPIRONE,STRIPOF10TABLETS
1761,Buspitor-15mg - Strip of 10 Tablets,BUSPITOR15MG,STRIPOF10TABLETS
1762,BUTA PROXYVAN - Tube of 30g Gel,BUTAPROXYVAN,TUBEOF30GGEL
1763,Butadryl 7.5 Sugar Free Strawberry - Bottle of 100ml Syrup,BUTADRYL7.5SUGARFREESTRAWBERRY,BOTTLEOF100MLSYRUP
1764,Buta-Proxyvon - Strip of 10 Capsules,BUTAPROXYVON,STRIPOF10CAPSULES
1765,Butaproxyvon SP - Strip of 10 Tablets,BUTAPROXYVONSP,STRIPOF10TABLETS
1766,Butodol 1mg - Vial of 1ml Injection,BUTODOL1MG,VIALOF1MLINJECTION
1767,Butsim-RD - Strip of 10 Capsules,BUTSIMRD,STRIPOF10CAPSULES
1768,BUTYRON - Strip of 10 Tablets,BUTYRON,STRIPOF10TABLETS
1769,Butyron LF - Strip of 10 Tablets,BUTYRONLF,STRIPOF10TABLETS
1770,Buvalor 10MCG H - Vial of 2 Injection,BUVALOR10MCGH,VIALOF2INJECTION
1771,Buvalor 20mcg H - Vial of 2 Patches,BUVALOR20MCGH,VIALOF2PATCHES
1772,Buxoric 40 - Strip of 10 Tablets,BUXORIC40,STRIPOF10TABLETS
1773,Buxoric 80 - Strip of 10 Tablets,BUXORIC80,STRIPOF10TABLETS
1774,Bvert 8MG - Strip of 10 Tablets,BVERT8MG,STRIPOF10TABLETS
1775,Bvert-16 - Strip of 10 Tablets,BVERT16,STRIPOF10TABLETS
1776,BVERT-24MG - Strip of 10 Tablets,BVERT24MG,STRIPOF10TABLETS
1777,Bvigor Cherry Sublingual - Strip of 10 Tablets,BVIGORCHERRYSUBLINGUAL,STRIPOF10TABLETS
1778,BYCINE-OD - Strip of 10 Tablets,BYCINEOD,STRIPOF10TABLETS
1779,Bylenta Ch 40 - Strip of 15 Tablets,BYLENTACH40,STRIPOF15TABLETS
1780,Byloza 20 - Strip of 10 Tablets,BYLOZA20,STRIPOF10TABLETS
1781,Byloza 40 - Strip of 10 Tablets,BYLOZA40,STRIPOF10TABLETS
1782,Bymet 1000 - Strip of 10 Tablets,BYMET1000,STRIPOF10TABLETS
1783,Bymet 500 - Strip of 10 Tablets,BYMET500,STRIPOF10TABLETS
1784,Bypass - Strip of 15 Tablets,BYPASS,STRIPOF15TABLETS
1785,Bzon - Strip of 10 Tablets,BZON,STRIPOF10TABLETS
1786,Bzon Forte - Strip of 10 Tablets,BZONFORTE,STRIPOF10TABLETS
